429	182	41044
11	136	33762
15	139	27319
38	142	17880
10	135	16479
8	133	15232
60	129	14796
129	129	12729
72	129	12252
21	145	11839
18	142	8929
13	137	8748
5	130	8412
193	129	8033
32	152	7744
49	156	7367
16	140	7346
50	164	7264
62	157	6972
122	140	6909
52	162	6871
336	136	6280
14	138	6237
25	148	6160
47	163	5618
1	128	5328
140	139	5274
45	161	5032
30	150	4863
67	160	4618
2	129	4241
54	162	4237
313	139	4063
22	146	4029
147	145	3994
34	153	3945
35	145	3913
334	135	3900
257	129	3872
46	162	3866
9	134	3345
36	154	3299
43	160	3247
68	131	3243
112	139	3182
37	155	3178
140	138	3126
4	129	3044
192	129	2992
71	137	2639
41	157	2602
130	136	2597
268	166	2561
154	139	2543
75	131	2538
99	144	2438
220	140	2381
141	179	2332
51	165	2312
53	164	2216
56	145	2167
93	170	2097
318	133	1936
63	139	1911
74	137	1878
189	145	1864
17	141	1829
199	130	1796
266	177	1703
194	148	1663
346	148	1641
57	142	1632
452	135	1580
320	129	1558
102	149	1500
337	129	1476
20	152	1437
23	158	1425
7	132	1340
179	155	1287
244	174	1277
271	145	1271
343	161	1242
348	158	1238
201	158	1226
350	136	1222
234	156	1221
24	139	1207
6	131	1202
66	139	1196
250	148	1196
263	142	1194
39	156	1184
31	151	1148
20	144	1131
19	143	1130
110	165	1120
353	158	1102
370	155	1004
272	140	900
76	168	861
312	139	848
333	140	844
347	135	843
108	146	821
578	139	786
121	131	767
156	151	762
180	176	732
69	154	725
185	139	723
305	134	722
391	129	718
692	166	673
344	161	666
433	136	656
356	139	654
12	136	643
260	129	589
26	149	562
31	152	551
81	164	541
70	167	538
373	129	538
92	162	537
434	129	533
23	147	522
360	133	522
55	130	519
137	145	507
221	128	492
97	173	491
366	136	478
459	136	477
319	129	475
349	129	446
354	160	434
90	160	429
330	135	428
513	192	426
241	134	421
230	133	410
113	175	404
73	129	402
3	129	402
394	129	392
435	150	388
172	145	373
584	139	372
42	159	369
222	131	366
338	135	355
363	133	351
80	140	340
460	129	332
259	154	329
335	139	327
365	182	326
342	130	323
355	136	319
368	136	309
359	155	290
84	162	285
64	166	279
29	136	278
382	161	268
1769	148	262
48	160	259
310	131	259
606	141	258
236	138	257
438	151	253
281	129	253
117	143	247
248	150	236
519	146	234
219	164	233
191	171	231
419	170	228
44	140	224
78	139	220
291	145	219
405	159	212
533	137	207
367	184	205
579	170	205
28	139	204
456	135	202
417	158	201
381	170	200
336	182	200
465	160	198
535	128	198
95	172	197
153	133	196
96	160	196
448	136	192
286	133	192
39	176	189
492	160	183
421	152	183
482	135	181
187	128	179
149	129	179
301	128	177
234	162	175
213	142	172
45	176	171
536	165	170
140	137	170
99	167	168
184	139	166
212	167	164
420	151	164
415	169	163
630	175	161
580	135	161
105	140	161
590	145	159
98	139	159
408	169	158
404	143	153
600	129	150
79	144	149
593	139	147
737	136	147
409	153	145
626	131	145
416	177	144
138	178	142
522	136	142
437	129	141
120	138	141
1088	129	140
386	182	140
33	133	139
171	175	138
245	145	137
577	176	135
264	162	135
299	141	134
65	145	132
716	178	128
464	182	128
713	146	127
85	151	127
432	129	127
83	162	127
422	159	126
383	186	125
616	139	125
493	129	124
504	182	124
202	158	122
581	149	121
602	182	118
457	182	118
77	160	116
122	177	115
610	164	113
851	147	113
411	178	112
224	156	109
362	168	109
436	168	109
198	130	107
443	129	107
239	173	106
352	142	106
119	141	105
447	128	104
403	174	104
374	129	104
82	136	102
604	154	101
440	139	100
424	172	100
48	145	99
276	162	99
86	162	98
150	131	98
1169	182	98
204	139	97
423	171	96
351	139	96
369	139	95
265	129	95
568	129	95
308	137	94
1157	131	93
143	137	92
159	171	92
364	162	91
249	152	91
216	147	90
455	160	89
58	128	89
1690	182	88
668	182	88
20	135	86
380	136	85
467	160	85
101	168	84
364	182	83
173	158	83
200	166	82
592	129	82
470	160	82
395	154	81
326	176	80
521	182	79
136	156	78
427	189	76
246	152	75
267	176	74
575	153	74
2595	170	74
507	182	74
972	146	72
611	142	70
230	136	70
372	185	70
742	139	70
162	142	69
772	173	68
965	180	67
357	182	67
426	188	66
51	136	66
59	129	66
94	171	65
2686	139	65
104	133	65
127	129	65
27	139	64
971	182	64
479	160	63
631	131	63
290	181	61
270	145	60
361	182	59
588	192	59
376	182	59
614	158	57
114	131	57
216	136	57
618	129	57
412	161	56
100	157	56
89	169	56
944	158	56
399	136	55
503	182	55
480	136	55
527	131	55
486	135	55
166	156	54
552	129	54
428	190	54
620	137	52
700	145	52
852	148	52
583	133	52
314	139	51
695	177	51
980	182	51
623	131	50
444	129	50
537	193	50
269	142	50
431	133	50
277	156	50
511	136	50
197	146	49
561	129	49
425	187	49
457	131	49
939	129	49
439	166	48
453	182	48
981	182	48
61	158	48
240	145	47
297	131	47
2064	182	47
853	174	47
571	129	47
232	133	47
624	182	46
24	156	46
793	179	46
683	166	46
544	136	46
489	148	46
406	139	45
107	142	45
126	155	45
2710	134	45
745	142	44
3755	131	44
883	159	44
786	131	44
550	129	44
863	142	43
1148	182	43
569	138	43
1835	138	42
574	142	42
206	139	42
430	157	42
1698	148	42
124	133	41
125	145	41
565	136	41
688	129	41
216	140	40
87	134	40
646	136	40
274	168	40
538	136	40
549	134	39
237	137	39
484	135	39
410	136	39
446	141	39
57	133	38
642	182	38
719	187	38
289	180	38
392	182	38
2077	182	38
144	142	38
594	159	38
294	140	37
133	155	37
858	143	36
1366	142	36
91	142	36
389	182	36
321	129	36
615	146	36
706	145	36
688	145	36
681	160	36
677	182	36
477	135	36
254	129	35
379	182	35
209	139	35
1146	182	35
282	171	35
598	182	35
597	182	35
984	140	34
152	148	34
211	142	34
1338	145	33
292	182	33
495	135	33
390	185	33
516	192	33
882	171	33
501	135	32
296	128	32
256	129	32
693	135	32
64	192	32
1722	182	32
1713	157	32
865	135	31
715	179	31
230	152	31
174	164	31
413	146	31
1701	129	31
388	182	30
854	143	30
196	146	30
964	182	30
316	139	30
879	176	30
587	154	30
685	137	30
1147	182	30
650	130	30
873	145	30
141	136	30
115	155	29
304	134	29
170	138	29
874	160	29
880	129	29
43	129	29
763	136	28
1646	146	28
177	142	28
450	134	28
714	129	28
585	129	28
1843	142	28
539	135	28
524	174	28
414	131	27
877	158	27
280	142	27
520	182	27
40	157	27
2023	182	27
1352	179	27
166	133	27
862	143	26
477	139	26
469	135	26
747	142	26
644	133	26
997	129	26
109	139	26
111	135	26
2425	162	26
2084	182	26
449	160	26
586	136	26
2088	182	26
601	160	26
1812	135	26
523	135	26
164	157	26
118	129	26
370	133	25
403	140	25
365	192	25
229	155	25
756	146	25
566	160	25
378	182	25
1003	139	25
3331	129	25
634	182	25
168	142	25
1031	158	25
576	129	25
128	129	24
223	140	24
596	148	24
325	167	24
175	130	24
476	182	24
557	162	24
3352	136	24
870	182	24
843	136	24
992	182	24
891	129	24
857	132	23
418	147	23
781	136	23
1136	142	23
491	192	23
951	187	23
710	138	23
190	150	23
490	137	23
106	142	23
563	158	23
208	139	23
311	139	23
638	135	23
860	128	22
1687	182	22
54	168	22
625	182	22
534	136	22
293	129	22
80	144	22
295	168	22
887	154	22
2063	182	22
636	137	22
2035	182	22
1704	158	22
541	129	22
889	135	22
103	174	21
225	131	21
2074	182	21
167	136	21
1063	158	21
990	129	21
116	142	21
142	130	21
1669	145	21
665	129	21
502	160	21
831	142	21
1085	147	21
1811	148	21
815	131	21
139	155	21
655	129	20
884	137	20
654	157	20
488	129	20
1827	139	20
251	129	20
158	162	20
1060	129	20
861	138	20
864	168	20
155	139	20
1001	182	20
1525	161	20
463	182	19
724	139	19
184	144	19
1015	158	19
134	160	19
1156	165	19
1137	182	19
288	139	19
824	133	19
547	136	19
1011	129	19
1664	136	19
794	131	19
617	186	19
2183	138	19
298	156	19
923	136	19
553	132	19
907	144	18
62	164	18
591	129	18
416	129	18
637	182	18
855	129	18
554	148	18
859	170	18
798	136	18
510	135	18
664	182	18
749	136	18
850	141	18
480	162	18
165	142	18
324	162	18
816	130	18
1023	140	18
788	139	18
912	135	18
506	182	18
169	176	17
161	171	17
628	156	17
1005	129	17
509	151	17
2394	142	17
1036	129	17
963	166	17
227	157	17
530	182	17
758	129	17
812	129	17
1670	139	17
779	142	17
273	137	17
702	152	17
920	182	17
458	135	17
285	154	17
772	170	17
2089	182	17
331	130	17
1106	137	17
132	165	17
186	142	17
135	138	17
823	177	17
1231	129	17
1133	146	17
148	129	16
367	146	16
2230	158	16
2345	158	16
993	182	16
275	135	16
621	171	16
682	182	16
88	145	16
994	158	16
2067	182	16
975	151	16
431	128	16
661	136	16
966	142	16
1800	182	16
518	154	16
28	128	16
1403	159	16
701	165	16
746	139	16
717	162	16
988	184	16
947	148	16
461	191	16
1792	137	16
1622	137	16
589	139	16
1719	129	16
1317	182	16
210	146	16
505	179	15
317	131	15
666	129	15
1165	168	15
698	142	15
1042	135	15
214	142	15
545	158	15
775	148	15
1131	140	15
156	136	15
1433	129	15
866	159	15
2416	150	15
23	162	15
25	133	15
1711	129	15
731	135	15
1720	176	15
1878	138	15
919	137	15
1685	182	15
916	133	14
613	142	14
841	136	14
276	165	14
160	130	14
226	165	14
217	142	14
1210	138	14
2865	129	14
777	137	14
2419	176	14
529	158	14
1706	182	14
708	137	14
203	139	14
64	182	14
1806	182	14
1175	187	14
407	139	14
1748	182	14
540	162	14
1074	152	14
1765	182	14
142	150	14
647	182	14
252	129	14
678	182	14
266	135	14
679	130	14
1875	129	14
43	165	14
1029	136	13
2196	141	13
1854	157	13
525	133	13
978	135	13
1170	182	13
247	150	13
3353	139	13
402	165	13
261	129	13
652	182	13
1613	128	13
1066	139	13
508	182	13
1953	142	13
176	131	13
123	133	13
1012	145	13
182	182	13
1645	150	13
2397	179	13
739	136	13
1004	160	13
151	155	13
182	177	13
894	130	13
911	148	13
2025	182	13
1957	129	12
454	135	12
687	142	12
307	167	12
641	182	12
1018	133	12
528	182	12
526	182	12
1633	159	12
744	139	12
231	157	12
1784	142	12
462	182	12
2481	156	12
1766	182	12
163	128	12
1795	182	12
835	140	12
2062	182	12
670	136	12
868	136	12
767	146	12
328	144	12
573	179	12
1068	145	12
960	131	12
878	144	12
1195	144	12
2252	131	12
279	141	12
145	137	12
306	142	12
1002	182	12
1455	134	12
332	148	12
2115	182	12
565	158	12
1353	139	11
1306	139	11
146	155	11
2367	182	11
1009	182	11
2037	182	11
1211	144	11
699	139	11
2437	146	11
294	160	11
451	141	11
588	162	11
1903	144	11
1431	142	11
512	182	11
2260	133	11
2142	182	11
199	170	11
1019	129	11
228	162	11
341	182	11
697	179	11
660	139	11
662	182	11
253	129	11
769	142	11
383	182	11
1053	136	11
1921	139	11
2304	129	11
2127	146	11
869	164	11
325	142	11
632	148	11
2583	136	10
300	178	10
1620	158	10
2289	129	10
481	136	10
2658	146	10
28	137	10
2173	146	10
230	160	10
966	158	10
377	182	10
2217	129	10
2053	156	10
1619	131	10
979	182	10
1871	156	10
818	136	10
1952	158	10
2154	130	10
1259	146	10
3561	142	10
1246	174	10
205	139	10
2434	136	10
235	137	10
904	158	10
2033	182	10
921	137	10
1813	129	10
810	136	10
215	142	10
1513	130	10
2414	162	10
1168	182	10
1545	162	10
1614	154	10
2495	139	10
733	146	10
680	182	10
1110	136	10
169	169	10
131	142	10
383	194	10
1468	145	10
979	162	10
640	182	10
895	152	10
2612	133	10
157	138	10
1884	136	10
1197	142	10
23	129	10
632	158	10
619	158	10
1652	129	9
2120	135	9
849	162	9
735	136	9
26	166	9
2059	168	9
398	169	9
1086	136	9
1272	136	9
2396	136	9
339	182	9
617	182	9
991	182	9
1674	182	9
2118	182	9
2447	182	9
1120	137	9
2380	128	9
1030	138	9
1080	139	9
1647	139	9
1833	139	9
1873	139	9
2045	139	9
262	129	9
659	130	9
657	140	9
1819	140	9
1980	140	9
2350	141	9
147	142	9
478	142	9
1102	142	9
1841	142	9
603	129	9
287	146	9
1779	146	9
752	129	9
787	129	9
238	133	9
910	151	9
940	129	9
327	128	9
1017	133	9
1501	133	9
1657	133	9
1694	133	9
1608	156	9
969	157	9
151	134	9
1660	158	9
1824	158	9
2623	158	9
931	135	9
986	135	9
1082	135	9
950	161	9
1048	161	9
1699	182	8
905	139	8
2246	129	8
1093	142	8
635	182	8
734	142	8
1692	182	8
1683	182	8
1167	182	8
1936	158	8
445	161	8
2886	162	8
1950	138	8
1052	158	8
26	136	8
645	164	8
2836	129	8
689	165	8
2463	133	8
2342	133	8
2047	133	8
892	156	8
442	156	8
2762	182	8
1623	133	8
2706	182	8
748	136	8
2693	182	8
2128	154	8
1369	154	8
828	136	8
1043	160	8
1712	129	8
364	168	8
738	133	8
710	133	8
582	133	8
1295	172	8
1801	148	8
760	129	8
893	174	8
1929	174	8
2187	182	8
898	162	8
658	129	8
2401	129	8
897	145	8
2198	129	8
739	130	8
810	130	8
2388	129	8
1305	131	8
2564	129	8
2631	136	8
888	144	8
1849	140	8
1888	140	8
2374	143	8
1444	143	8
2356	140	8
2383	179	8
2597	142	8
2052	162	8
1971	158	7
255	129	7
1033	182	7
2854	146	7
516	182	7
2246	139	7
1617	133	7
754	129	7
2714	160	7
1104	137	7
901	155	7
1041	179	7
1027	158	7
2644	129	7
408	182	7
1607	136	7
2017	129	7
1577	139	7
1202	141	7
2012	129	7
643	182	7
2403	129	7
1715	182	7
795	136	7
1315	139	7
1796	182	7
2377	159	7
1344	136	7
487	131	7
750	167	7
3019	142	7
827	133	7
1738	182	7
1821	160	7
2005	150	7
2218	130	7
2448	150	7
2670	142	7
967	168	7
572	162	7
2652	136	7
483	162	7
2341	142	7
332	158	7
315	158	7
1235	129	7
2373	157	7
387	182	7
1083	129	7
639	182	7
903	142	7
1134	178	7
345	182	7
848	145	7
2071	182	7
397	157	7
1274	145	7
1340	138	7
1592	161	7
1882	145	7
1343	158	7
900	137	7
1470	129	7
2872	182	7
218	142	7
1267	137	7
3072	158	7
233	137	7
2385	141	7
1122	142	7
1	182	7
532	182	7
1603	176	7
468	135	7
648	146	7
2056	182	7
2538	131	7
1926	182	7
2549	131	7
239	137	7
2436	139	7
2146	182	7
54	156	7
2040	138	7
1016	129	7
649	129	6
1150	182	6
1197	182	6
178	142	6
1159	182	6
1071	138	6
2134	137	6
3134	134	6
2667	129	6
3504	128	6
1442	158	6
1585	138	6
357	184	6
2547	137	6
1973	138	6
2126	178	6
1040	158	6
2378	129	6
780	158	6
2028	182	6
1399	157	6
370	138	6
1189	157	6
778	165	6
12	139	6
896	165	6
2887	182	6
1553	144	6
1825	156	6
2867	182	6
1480	137	6
619	156	6
2669	165	6
1790	133	6
696	136	6
2439	129	6
2299	166	6
1969	161	6
791	136	6
54	155	6
3055	129	6
774	135	6
919	153	6
284	168	6
814	139	6
817	139	6
847	139	6
881	139	6
385	182	6
920	139	6
673	162	6
1007	139	6
707	162	6
1141	170	6
1099	139	6
2368	182	6
3087	159	6
913	150	6
1216	171	6
2018	192	6
491	150	6
1595	171	6
770	162	6
1981	129	6
2379	132	6
876	179	6
2592	129	6
1334	159	6
549	148	6
838	131	6
1656	136	6
1802	136	6
1846	136	6
875	162	6
149	182	6
1782	175	6
2344	143	6
258	129	6
1426	146	6
2611	131	6
2578	131	6
1948	136	6
1049	162	6
2372	131	6
1600	162	6
2339	131	6
633	129	6
627	129	6
2207	145	6
188	137	6
2410	142	6
400	130	6
2395	136	6
686	138	6
2277	142	6
1776	130	6
2657	129	6
2273	142	6
2195	142	6
1733	182	6
2254	129	6
1730	182	6
1728	182	6
2122	142	6
1648	142	6
2738	158	6
2024	130	6
242	145	6
886	138	6
2507	179	6
2209	137	6
2384	158	6
656	182	6
2469	130	6
651	142	6
546	142	6
1654	182	6
2044	171	6
926	182	5
819	158	5
842	158	5
1935	142	5
996	159	5
1783	142	5
1667	142	5
918	144	5
1798	182	5
2643	129	5
1799	182	5
2057	129	5
207	139	5
3620	182	5
234	182	5
2347	146	5
1838	146	5
1568	182	5
1604	146	5
1476	146	5
2343	165	5
2376	158	5
1008	182	5
2466	158	5
47	142	5
2140	182	5
2833	182	5
1684	182	5
198	139	5
2858	182	5
1898	133	5
771	140	5
2506	138	5
1591	129	5
2214	136	5
2801	139	5
2130	140	5
195	146	5
1010	182	5
2110	182	5
1650	162	5
567	136	5
2386	176	5
299	138	5
1035	129	5
2034	182	5
1176	142	5
2099	131	5
595	182	5
2104	182	5
2003	131	5
1621	131	5
2155	180	5
1968	145	5
821	134	5
1889	145	5
3522	182	5
2203	129	5
2749	144	5
1891	129	5
2764	129	5
2082	182	5
309	162	5
2177	129	5
2659	136	5
500	160	5
977	168	5
750	133	5
2405	182	5
608	133	5
709	177	5
2027	182	5
1822	129	5
914	139	5
784	145	5
846	179	5
1132	157	5
689	162	5
2389	136	5
915	142	5
2121	168	5
711	130	5
2523	150	5
2645	136	5
796	161	5
39	167	5
1963	129	5
1961	135	5
1336	150	5
243	145	5
2775	158	5
1254	150	5
1241	139	5
722	138	5
588	139	5
1865	129	5
1095	133	5
1192	138	5
2039	159	5
2692	182	5
141	140	5
385	136	5
1359	139	5
1149	182	5
2223	171	5
1874	159	5
588	158	5
2716	171	5
47	150	5
1947	140	5
832	129	5
358	183	5
2008	129	5
1493	140	5
653	182	5
329	173	5
1112	173	5
1001	129	5
1675	182	5
3521	182	5
1627	139	5
1601	173	5
2136	160	5
1158	182	5
2520	140	5
1756	139	5
1803	139	5
1612	136	5
676	138	5
2489	137	5
1852	139	5
1866	139	5
774	148	5
704	142	5
1726	182	5
778	158	5
1435	137	5
1326	139	4
2532	129	4
2443	129	4
1380	137	4
2834	185	4
3256	182	4
2619	129	4
3148	182	4
943	138	4
2666	129	4
1530	138	4
2765	129	4
1842	138	4
2876	182	4
2871	182	4
2861	182	4
2407	129	4
2707	182	4
2703	182	4
2702	182	4
2701	182	4
2697	182	4
2695	182	4
2694	182	4
558	139	4
694	139	4
2594	182	4
2593	182	4
751	139	4
2412	182	4
2406	182	4
3212	129	4
937	139	4
2402	182	4
2387	182	4
1179	139	4
2366	182	4
1328	139	4
2233	182	4
1415	139	4
2199	182	4
1737	139	4
781	161	4
2239	135	4
2153	182	4
2229	139	4
2151	182	4
2139	182	4
2674	139	4
2112	182	4
3035	139	4
3745	129	4
2090	182	4
653	130	4
2073	182	4
2061	182	4
2055	182	4
302	140	4
982	135	4
2362	129	4
2311	129	4
1742	182	4
1655	130	4
1831	130	4
1514	141	4
485	129	4
2124	141	4
2346	141	4
2968	141	4
955	161	4
2791	130	4
995	182	4
924	182	4
922	182	4
621	182	4
609	182	4
1103	142	4
573	182	4
2880	136	4
1598	142	4
475	182	4
1560	161	4
2204	142	4
384	182	4
2825	136	4
2503	142	4
2732	142	4
2186	180	4
1964	179	4
1183	179	4
211	144	4
919	144	4
2381	178	4
2279	177	4
1350	177	4
441	145	4
2278	136	4
3648	160	4
2264	136	4
2248	136	4
2709	176	4
2046	131	4
3061	145	4
86	146	4
2159	176	4
1954	176	4
1987	136	4
1962	136	4
1333	146	4
2715	131	4
1606	129	4
2575	146	4
2137	175	4
2778	131	4
2809	131	4
672	129	4
674	129	4
1893	136	4
1638	135	4
110	148	4
607	174	4
2587	173	4
1284	173	4
948	172	4
2688	171	4
1326	150	4
1539	161	4
1818	150	4
2167	170	4
1238	170	4
1945	129	4
932	129	4
2464	151	4
515	133	4
2382	169	4
1401	152	4
1618	129	4
727	133	4
760	133	4
808	133	4
1905	153	4
2352	153	4
2211	167	4
1567	167	4
807	136	4
2544	154	4
1182	133	4
2830	166	4
1213	166	4
761	136	4
549	155	4
1341	133	4
1910	129	4
68	156	4
2581	165	4
120	156	4
726	156	4
1995	133	4
2224	156	4
2180	133	4
2338	156	4
1909	129	4
1056	129	4
867	157	4
1264	157	4
1408	157	4
1503	157	4
1939	157	4
2376	157	4
2398	157	4
1105	129	4
2478	157	4
2898	157	4
3372	133	4
1124	129	4
1133	129	4
1327	129	4
1721	164	4
230	158	4
1554	164	4
328	136	4
737	158	4
829	158	4
1877	129	4
1876	129	4
1204	158	4
890	134	4
2757	162	4
1958	158	4
1384	129	4
2467	162	4
2340	158	4
2438	158	4
1967	162	4
303	135	4
336	135	4
142	128	4
588	159	4
1474	129	4
691	162	4
526	162	4
451	162	4
1164	160	4
1248	160	4
1270	160	4
2228	161	4
1521	137	4
2253	135	4
3048	128	4
390	182	3
936	133	3
3081	182	3
1549	139	3
872	132	3
2536	178	3
2049	135	3
2418	148	3
1430	134	3
1638	131	3
2785	162	3
2431	148	3
2482	148	3
2505	139	3
1651	158	3
1653	158	3
2748	129	3
2682	148	3
1764	158	3
1377	129	3
1542	138	3
1091	160	3
1880	158	3
2616	182	3
3647	177	3
2600	145	3
3068	148	3
2337	143	3
1966	158	3
2678	129	3
1988	154	3
1059	133	3
813	130	3
2573	129	3
1563	146	3
2181	137	3
1062	140	3
62	130	3
2354	154	3
2081	182	3
2231	182	3
2967	154	3
1144	149	3
2691	182	3
3229	182	3
1424	149	3
2445	139	3
3686	182	3
564	139	3
2315	162	3
1907	146	3
198	162	3
2626	158	3
517	139	3
504	139	3
2665	129	3
80	155	3
629	130	3
283	138	3
2441	166	3
949	145	3
2698	182	3
2936	158	3
1547	149	3
3053	158	3
1397	166	3
548	130	3
2119	146	3
1925	162	3
3153	182	3
3161	158	3
1291	160	3
3298	158	3
2125	128	3
364	155	3
1970	129	3
2297	135	3
671	155	3
210	142	3
194	142	3
2135	146	3
3464	149	3
1046	155	3
238	142	3
2913	145	3
1234	155	3
2733	137	3
1140	182	3
2270	146	3
1464	182	3
371	142	3
2105	182	3
480	142	3
1440	133	3
2444	139	3
2359	146	3
2238	129	3
2440	139	3
3489	136	3
2708	182	3
142	129	3
181	161	3
2400	146	3
2150	182	3
1944	155	3
2755	131	3
1013	135	3
2535	155	3
3293	135	3
2567	155	3
1630	129	3
99	133	3
778	142	3
1449	160	3
2391	130	3
2970	155	3
660	150	3
906	142	3
2723	141	3
929	142	3
2365	182	3
2589	129	3
1434	136	3
212	139	3
2197	130	3
1534	129	3
1570	128	3
2353	141	3
2212	135	3
2781	165	3
1209	150	3
2157	143	3
1378	136	3
1172	131	3
1277	142	3
1282	142	3
1489	129	3
2163	141	3
3230	182	3
139	133	3
